School_ID,Region,School_Type,Student_Count,Teacher_Count,Term_1_Avg,Term_2_Avg,STEM_Subject_Rate,Literacy_Rate,Failure_Risk_Index,Average_Attendance,Library_Usage_Hours,Extracurricular_Participation,LMS_Login_Frequency,Internet_Speed_Mbps,Smart_Classroom_Ratio,Lab_Equipment_Quality_Score,Teacher_Turnover_Rate,Teacher_PhD_Ratio,Professional_Development_Hours_Per_Year,Budget_Per_Student,Budget_Allocation_IT,Budget_Allocation_Scholarships,Regional_Economic_Index,Student_Wellbeing_Score,Teacher_Burnout_Index,Overall_School_Quality_Score,Teacher_to_Student_Ratio,Budget_Efficiency_Score
SCH_0232,الشرق,حكومية,1783,103,94.59,52.98,88.31,61.59,14.29,100.0,1.6,53.14,13.93,19.36,0.75,9,10.88,0.05,54.26,9218.05,0.05,0.09,0.92,6.77,1.0,64.93,0.06,7.04
SCH_0233,الشمال,حكومية,902,175,11.78,33.32,62.63,63.59,18.47,89.54,0.85,36.13,0.34,52.51,0.29,8,2.0,0.07,46.18,4268.69,0.05,0.09,0.69,1.43,3.84,45.96,0.19,10.77
SCH_0234,الغرب,خاصة,2259,114,12.74,0.0,21.47,49.12,66.2,97.02,0.93,23.78,8.58,25.45,0.0,1,26.36,0.09,36.0,4494.14,0.11,0.01,0.95,2.38,2.11,29.63,0.05,6.59
SCH_0235,الشرق,خاصة,1379,136,33.84,28.77,41.08,5.33,53.38,88.68,0.65,20.39,5.23,15.67,0.0,7,12.07,0.1,46.78,7349.52,0.01,0.03,0.66,1.01,2.0,37.51,0.1,5.1
SCH_0236,المركز,حكومية,676,104,0.0,19.71,10.61,26.86,41.76,84.9,0.57,32.36,0.0,45.22,0.38,10,27.59,0.07,31.99,6796.6,0.01,0.05,0.5,1.67,5.56,32.27,0.15,4.75
SCH_0237,الشرق,حكومية,600,146,44.1,48.36,43.91,46.12,27.72,85.93,0.48,53.1,14.59,17.14,0.27,3,1.74,0.18,59.82,6710.82,0.06,0.04,0.55,3.76,5.49,48.76,0.24,7.27
SCH_0238,الغرب,حكومية,2424,28,61.6,21.69,40.54,44.53,32.3,81.31,9.03,52.42,8.31,58.09,0.09,10,24.29,0.12,8.93,1613.04,0.08,0.08,0.67,4.75,2.59,44.34,0.01,27.49
SCH_0239,المركز,حكومية,256,175,52.46,50.91,24.98,52.94,24.5,98.27,0.52,56.06,10.57,104.49,0.13,10,16.98,0.17,38.71,11167.99,0.01,0.11,0.67,3.95,2.88,55.04,0.68,4.93
SCH_0240,الشرق,مجتمعية,2075,164,70.22,94.85,35.34,87.56,16.9,88.58,0.94,65.99,16.29,40.59,0.68,9,0.0,0.14,45.27,7863.94,0.1,0.08,0.78,8.07,1.0,67.35,0.08,8.56
SCH_0241,الشمال,خاصة,647,190,47.16,51.12,78.37,54.63,30.54,94.57,1.02,50.25,12.93,10.0,0.42,5,18.44,0.11,22.12,6147.74,0.14,0.05,0.46,4.79,2.78,48.03,0.29,7.81
SCH_0242,الجنوب,خاصة,402,145,74.1,80.82,57.03,73.65,3.57,87.9,11.17,95.72,10.03,33.34,0.65,3,1.33,0.13,50.02,6930.26,0.11,0.1,0.76,4.02,3.26,65.94,0.36,9.51
SCH_0243,الجنوب,حكومية,1856,99,61.08,39.37,47.03,61.39,0.0,81.58,5.04,57.61,11.49,64.08,0.36,8,19.39,0.44,13.38,7422.45,0.13,0.08,0.85,3.26,4.44,53.22,0.05,7.17
SCH_0244,الشمال,خاصة,937,165,36.74,45.5,32.04,57.04,0.0,94.11,5.3,20.42,0.0,99.04,0.11,3,10.6,0.36,24.18,7038.76,0.04,0.01,0.77,4.94,4.29,48.12,0.18,6.84
SCH_0245,الجنوب,حكومية,401,35,55.16,26.61,44.45,44.47,38.53,83.98,0.39,2.4,9.41,100.74,0.65,7,0.0,0.23,4.89,8371.89,0.03,0.05,0.64,1.0,1.79,48.26,0.09,5.76
SCH_0246,الجنوب,حكومية,1553,185,52.66,48.31,26.37,57.37,8.01,85.44,5.6,24.36,14.14,61.83,0.14,7,6.05,0.31,54.32,3701.81,0.1,0.02,0.99,1.0,2.51,53.13,0.12,14.35
SCH_0247,الشمال,حكومية,1091,40,80.68,86.42,100.0,85.99,14.97,83.41,2.37,79.71,9.13,110.4,0.66,7,0.0,0.37,41.73,8256.3,0.14,0.1,0.58,6.74,2.55,74.02,0.04,8.97
SCH_0248,الشمال,حكومية,415,55,38.07,18.76,25.24,50.4,14.16,84.76,0.95,48.82,10.13,50.99,0.44,1,29.42,0.14,63.62,9654.6,0.01,0.03,0.37,4.87,5.4,42.47,0.13,4.4
SCH_0249,الشرق,خاصة,222,136,66.86,47.57,93.89,70.08,3.13,91.15,3.25,22.67,17.8,81.35,0.36,5,19.11,0.0,49.92,7621.1,0.05,0.06,0.88,7.38,2.08,60.27,0.61,7.91
SCH_0250,الشرق,حكومية,2402,52,42.19,34.84,56.71,43.38,22.27,86.09,5.21,41.73,8.53,43.04,0.0,1,32.76,0.06,36.9,5029.61,0.13,0.01,0.45,2.28,3.11,40.12,0.02,7.98
SCH_0251,الشمال,حكومية,1409,102,95.99,96.67,73.33,84.86,11.5,99.83,6.76,88.95,17.55,58.82,0.36,7,20.83,0.2,36.05,6913.82,0.08,0.1,0.8,8.75,3.37,70.55,0.07,10.2
SCH_0252,الغرب,حكومية,2496,25,5.56,42.97,27.18,5.62,20.28,88.24,5.79,28.8,0.0,72.18,0.26,8,14.46,0.0,10.54,5466.45,0.08,0.07,0.43,1.81,4.03,37.12,0.01,6.79
SCH_0253,الجنوب,حكومية,948,43,20.38,26.31,38.7,30.93,26.59,100.0,7.5,30.97,0.0,68.38,0.28,7,16.04,0.0,36.34,7044.24,0.02,0.01,0.31,1.0,5.79,42.25,0.05,6.0
SCH_0254,الشرق,حكومية,1004,74,60.41,47.31,84.62,74.39,15.72,95.17,1.1,51.57,17.32,44.47,0.67,1,3.94,0.28,39.26,9494.04,0.1,0.03,0.41,5.41,1.66,60.06,0.07,6.33
SCH_0255,الجنوب,حكومية,333,75,40.9,58.03,73.27,50.32,4.62,76.56,2.0,34.37,12.97,73.91,0.55,3,4.67,0.21,16.25,6294.45,0.1,0.06,0.56,3.12,1.0,51.99,0.23,8.26
SCH_0256,المركز,خاصة,520,161,9.7,63.45,40.41,49.52,53.09,86.96,0.05,45.05,7.98,80.51,0.03,10,0.0,0.0,8.25,6289.57,0.01,0.04,0.37,4.77,7.02,44.03,0.31,7.0
SCH_0257,الشمال,حكومية,633,188,15.68,40.15,45.41,70.43,0.0,90.44,8.32,63.26,8.35,77.06,0.68,3,8.73,0.08,24.97,10857.96,0.02,0.1,0.44,5.11,2.37,53.64,0.3,4.94
SCH_0258,الغرب,حكومية,1245,191,63.91,31.66,58.8,42.48,23.74,84.69,0.57,30.24,8.32,39.82,0.07,7,0.65,0.31,61.11,8360.2,0.07,0.01,0.84,1.12,1.82,51.28,0.15,6.13
SCH_0259,المركز,حكومية,1072,36,15.25,47.73,33.83,48.27,49.81,89.44,6.24,81.69,14.47,81.45,0.35,4,15.02,0.0,64.77,4130.99,0.02,0.02,0.84,1.0,1.0,48.79,0.03,11.81
SCH_0260,المركز,خاصة,2298,92,62.99,41.8,0.0,49.56,10.39,83.8,1.27,1.4,5.41,47.15,0.72,3,36.28,0.14,34.92,672.41,0.11,0.01,0.87,3.12,1.05,38.83,0.04,57.74
SCH_0261,المركز,حكومية,2423,127,86.93,67.67,83.65,76.26,10.43,95.25,1.96,56.03,14.87,57.01,0.52,6,0.95,0.2,44.99,8902.52,0.03,0.12,0.89,1.23,1.0,66.34,0.05,7.45
SCH_0262,الشمال,حكومية,452,199,58.2,67.58,49.6,83.04,19.85,76.16,0.16,36.0,13.01,29.78,0.03,10,10.88,0.27,34.24,9096.88,0.12,0.07,0.59,4.11,5.99,54.13,0.44,5.95
SCH_0263,الشرق,حكومية,1165,137,71.69,77.11,53.28,91.12,6.67,100.0,1.53,57.64,6.04,10.0,0.31,6,18.45,0.06,24.72,5192.88,0.02,0.05,0.91,5.46,1.08,52.98,0.12,10.2
SCH_0264,الشمال,حكومية,938,156,57.51,49.66,51.26,45.35,23.27,77.49,7.75,1.93,4.73,110.33,0.74,10,15.02,0.17,55.97,6561.9,0.06,0.01,0.67,1.98,5.83,55.98,0.17,8.53
SCH_0265,الشرق,حكومية,1329,58,30.21,43.95,15.67,49.58,35.05,87.57,0.09,62.78,14.65,21.63,0.24,5,16.24,0.17,62.13,5744.34,0.02,0.01,0.63,5.73,2.93,44.63,0.04,7.77
SCH_0266,المركز,خاصة,1539,158,32.08,41.14,35.09,38.91,26.84,82.37,1.55,45.96,7.7,61.23,0.46,6,13.3,0.13,16.29,5470.18,0.14,0.04,0.8,4.97,1.7,44.34,0.1,8.11
SCH_0267,المركز,حكومية,501,111,64.77,75.41,73.13,100.0,21.73,95.39,0.14,68.92,8.52,51.85,0.29,3,2.81,0.25,42.6,7473.23,0.05,0.05,0.45,4.32,1.0,61.09,0.22,8.17
SCH_0268,الغرب,حكومية,2177,91,29.24,36.57,1.89,14.04,46.17,85.48,1.2,9.34,1.36,24.44,0.05,10,10.54,0.11,19.08,6941.27,0.02,0.02,0.85,1.0,2.27,33.79,0.04,4.87
SCH_0269,الشرق,خاصة,750,154,3.29,44.42,14.95,6.03,34.25,88.42,0.46,25.54,0.0,27.51,0.04,5,29.95,0.37,17.9,4277.47,0.01,0.08,0.6,3.11,3.45,28.94,0.21,6.76
SCH_0270,المركز,حكومية,1678,69,61.81,49.87,29.46,60.12,35.28,100.0,1.13,57.18,14.82,26.09,0.77,9,0.0,0.57,56.77,5670.18,0.17,0.05,0.39,5.06,1.0,61.55,0.04,10.85
SCH_0271,الجنوب,حكومية,1515,65,38.09,21.44,41.7,56.43,18.79,95.17,6.73,51.19,4.77,68.9,0.18,4,24.66,0.02,12.38,7648.34,0.08,0.01,0.38,1.0,1.0,42.13,0.04,5.51
SCH_0272,الغرب,حكومية,1787,116,82.54,86.3,90.13,81.71,22.48,93.36,2.53,62.13,10.92,74.77,0.11,2,0.0,0.0,51.21,6122.02,0.13,0.09,0.42,6.17,4.18,64.64,0.06,10.56
SCH_0273,الشمال,حكومية,2022,181,91.67,47.45,72.84,64.9,5.79,95.35,1.28,49.76,14.21,83.31,0.88,5,17.94,0.29,50.94,10240.3,0.17,0.03,0.92,3.63,2.42,65.47,0.09,6.39
SCH_0274,الغرب,حكومية,2024,175,43.24,27.31,62.63,53.84,21.83,100.0,3.03,59.03,0.0,90.49,0.33,3,9.75,0.17,31.92,8261.62,0.08,0.1,0.99,5.96,1.82,51.57,0.09,6.24
SCH_0275,الجنوب,حكومية,1364,175,85.9,36.89,90.93,77.47,13.75,98.2,0.62,66.77,9.96,89.81,0.54,3,0.0,0.36,53.68,10513.38,0.11,0.11,0.55,6.62,2.39,67.68,0.13,6.44
SCH_0276,الشرق,خاصة,513,43,81.85,68.92,73.03,92.83,17.75,90.12,1.27,56.24,11.14,71.81,0.13,4,12.13,0.27,44.61,7909.16,0.12,0.07,0.5,5.34,1.0,62.57,0.08,7.91
SCH_0277,الشمال,مجتمعية,383,83,95.31,73.54,95.95,82.36,0.0,100.0,3.34,66.59,9.68,132.36,0.5,4,15.78,0.23,60.47,7190.43,0.14,0.05,0.45,6.21,1.0,70.38,0.22,9.79
SCH_0278,الشمال,حكومية,1887,173,39.62,36.93,42.99,51.65,34.52,92.6,0.91,39.45,3.96,43.36,0.27,5,9.45,0.3,10.58,6296.69,0.04,0.03,0.88,1.0,9.23,40.74,0.09,6.47
SCH_0279,الشرق,حكومية,912,94,26.76,37.17,2.33,16.89,40.31,78.93,2.83,22.4,0.0,19.11,0.0,7,28.13,0.24,19.66,3973.14,0.01,0.01,0.45,1.0,5.4,28.58,0.1,7.19
SCH_0280,الغرب,حكومية,2375,45,2.03,22.66,0.0,0.0,52.83,83.85,1.41,27.73,1.85,10.0,0.15,4,1.42,0.0,19.8,1899.03,0.04,0.01,0.95,3.34,4.65,25.81,0.02,13.59
SCH_0281,المركز,خاصة,1510,126,31.55,100.0,81.73,82.04,19.34,80.86,6.34,54.12,6.41,39.63,0.12,7,0.0,0.11,2.84,7240.35,0.13,0.11,0.77,6.22,1.0,56.55,0.08,7.81
SCH_0282,الغرب,حكومية,470,60,32.79,49.84,70.84,54.68,31.34,71.63,10.29,26.42,8.18,10.0,0.1,9,25.64,0.13,18.45,5707.07,0.07,0.02,0.93,5.79,1.0,44.79,0.13,7.85
SCH_0283,الجنوب,حكومية,1994,111,37.85,46.87,29.14,27.59,5.33,80.32,0.35,28.77,1.6,12.49,0.42,3,15.48,0.1,16.53,2697.93,0.01,0.06,0.69,2.79,7.56,33.82,0.06,12.54
SCH_0284,المركز,خاصة,1010,66,63.19,60.08,41.97,45.34,6.36,91.52,1.49,33.62,5.88,25.03,0.19,5,0.0,0.13,50.86,8236.96,0.16,0.07,0.78,7.06,5.68,53.64,0.07,6.51
SCH_0285,الغرب,خاصة,397,152,38.43,60.98,86.74,52.29,26.07,91.79,1.44,28.06,9.66,49.52,0.25,4,3.55,0.24,26.75,6944.94,0.05,0.04,0.73,1.0,4.04,50.29,0.38,7.24
SCH_0286,الشرق,خاصة,1279,88,59.59,49.27,27.59,61.52,24.85,79.34,0.6,64.9,5.95,81.07,0.36,9,1.7,0.32,24.61,6323.0,0.13,0.02,0.88,4.13,1.0,54.39,0.07,8.6
SCH_0287,الجنوب,حكومية,1426,55,45.03,3.53,24.14,50.55,19.42,69.72,5.19,24.24,11.96,25.21,0.15,5,13.97,0.37,43.51,3402.86,0.07,0.04,0.89,6.29,6.77,41.46,0.04,12.19
SCH_0288,الجنوب,خاصة,1844,91,63.96,74.04,82.34,87.76,28.82,100.0,5.61,14.23,8.97,71.08,0.53,10,5.17,0.28,15.08,5193.15,0.03,0.03,0.71,7.07,3.03,62.14,0.05,11.97
SCH_0289,الجنوب,خاصة,827,145,34.58,40.96,58.98,24.17,34.33,88.13,1.79,35.87,8.78,10.0,0.18,2,20.88,0.0,0.0,8527.13,0.1,0.05,0.74,4.54,5.89,35.18,0.18,4.13
SCH_0290,المركز,حكومية,803,128,48.47,16.7,49.2,36.38,43.49,100.0,2.46,22.91,2.13,115.94,0.0,10,14.41,0.1,26.45,4516.49,0.07,0.01,0.95,3.15,4.52,44.31,0.16,9.81
SCH_0291,الشمال,حكومية,1361,66,27.13,27.51,32.65,26.69,54.32,99.75,0.17,33.68,0.23,72.9,0.02,1,31.68,0.07,6.58,6156.78,0.11,0.04,0.95,1.14,1.33,30.8,0.05,5.0
SCH_0292,المركز,حكومية,1645,176,59.2,81.74,61.05,63.08,20.74,97.56,3.25,75.16,1.71,59.43,0.23,7,12.53,0.28,18.91,8005.66,0.09,0.06,0.76,3.29,1.0,56.58,0.11,7.07
SCH_0293,الغرب,مجتمعية,1280,191,47.06,26.03,42.39,42.45,42.62,88.62,4.61,28.93,2.25,39.59,0.1,1,21.72,0.15,38.03,500.0,0.08,0.01,0.31,1.0,3.09,36.66,0.15,73.31
SCH_0294,الشمال,حكومية,1785,170,23.92,34.87,19.56,40.05,32.39,83.52,2.14,0.0,1.38,10.0,0.12,8,32.41,0.36,38.23,7773.09,0.01,0.01,0.37,2.97,6.27,34.91,0.1,4.49
SCH_0295,الغرب,حكومية,2318,101,36.5,55.12,42.13,56.02,34.77,96.47,1.15,6.51,8.97,50.79,0.4,9,6.81,0.1,49.0,8373.79,0.06,0.09,0.9,5.6,1.0,53.38,0.04,6.37
SCH_0296,الشمال,حكومية,1110,123,60.71,49.51,51.21,51.21,24.58,89.46,4.1,32.47,12.1,39.38,0.0,7,0.0,0.23,53.85,5482.1,0.02,0.02,0.36,4.46,2.21,54.09,0.11,9.87
SCH_0297,المركز,خاصة,793,155,4.3,40.32,4.22,33.79,34.79,82.44,1.19,16.12,6.36,43.86,0.33,9,31.68,0.42,45.09,4453.12,0.01,0.01,0.45,2.74,4.35,37.15,0.2,8.34
SCH_0298,الجنوب,حكومية,1595,83,55.67,56.14,70.41,80.34,0.0,75.23,3.23,80.12,16.2,42.23,0.4,10,8.82,0.12,9.11,5611.61,0.13,0.05,0.46,5.9,3.38,56.52,0.05,10.07
SCH_0299,الشرق,حكومية,799,134,39.74,38.65,52.76,57.82,17.96,89.29,2.33,45.44,2.99,99.25,0.07,6,14.01,0.17,41.61,10118.85,0.04,0.05,0.72,5.89,4.38,51.84,0.17,5.12
SCH_0300,الجنوب,حكومية,713,81,38.5,24.39,70.51,57.49,14.45,97.56,1.5,82.61,5.83,35.86,0.42,7,9.21,0.0,23.4,3832.47,0.1,0.02,0.7,4.93,1.71,47.67,0.11,12.44
SCH_0301,المركز,مجتمعية,2095,75,12.95,0.0,0.0,0.0,57.76,95.81,2.82,0.0,0.0,10.0,0.0,3,17.0,0.03,10.99,2467.09,0.01,0.01,0.5,1.0,8.45,18.7,0.04,7.58
SCH_0302,الشمال,حكومية,2331,85,57.38,65.81,59.9,55.92,36.55,91.78,8.41,53.23,11.6,64.48,0.07,9,17.59,0.07,47.46,5986.65,0.14,0.03,0.45,5.63,1.0,58.54,0.04,9.78
SCH_0303,الجنوب,حكومية,1266,166,49.88,47.67,80.54,59.28,36.06,83.43,0.02,35.38,17.33,77.46,0.76,3,21.01,0.32,10.65,7036.04,0.15,0.1,0.84,1.09,4.86,50.6,0.13,7.19
SCH_0304,المركز,خاصة,2157,165,48.63,63.51,92.28,62.43,59.2,97.84,10.0,49.64,2.44,71.79,0.37,6,18.79,0.19,10.59,9673.19,0.13,0.06,0.95,4.76,1.53,56.15,0.08,5.8
SCH_0305,الغرب,حكومية,1009,44,83.17,41.44,76.95,70.65,9.37,91.62,2.88,89.0,13.56,72.15,0.26,4,16.07,0.06,49.74,11300.69,0.08,0.07,0.34,6.61,2.28,62.07,0.04,5.49
SCH_0306,الشرق,مجتمعية,2380,160,0.0,0.0,6.77,37.64,53.03,83.26,2.84,45.77,7.02,38.17,0.09,9,27.73,0.16,30.87,3031.2,0.01,0.01,0.39,1.0,5.74,29.59,0.07,9.76
SCH_0307,الجنوب,حكومية,1288,110,35.86,41.26,31.03,41.44,12.03,77.4,6.22,33.48,1.61,64.99,0.21,1,16.19,0.15,34.2,6590.91,0.09,0.04,0.75,2.41,3.97,42.29,0.09,6.42
SCH_0308,الشمال,حكومية,489,70,100.0,100.0,41.14,80.3,8.04,100.0,2.73,79.64,13.88,102.65,0.48,9,3.74,0.38,30.2,8624.25,0.11,0.07,0.86,6.26,2.67,73.42,0.14,8.51
SCH_0309,الغرب,حكومية,968,67,31.07,28.99,4.76,26.89,16.18,93.24,4.86,22.96,1.7,15.04,0.24,4,31.27,0.0,38.15,2668.83,0.01,0.04,0.85,2.33,5.38,31.81,0.07,11.92
SCH_0310,المركز,حكومية,670,21,69.02,41.17,52.04,64.72,33.52,96.77,0.68,18.5,6.9,41.53,0.26,10,8.76,0.21,45.21,11346.01,0.05,0.05,0.8,3.44,4.57,54.19,0.03,4.78
SCH_0311,الشرق,حكومية,2396,111,0.0,0.0,13.92,12.04,35.9,79.85,0.44,14.32,0.67,11.32,0.18,5,24.32,0.17,26.54,6953.09,0.1,0.01,0.92,1.0,5.88,24.33,0.05,3.5
SCH_0312,الشمال,حكومية,287,127,44.27,53.19,75.37,67.73,0.0,91.93,4.16,40.22,8.31,48.08,0.35,1,1.23,0.13,21.21,7781.58,0.04,0.07,0.45,4.92,1.0,52.68,0.44,6.77
SCH_0313,المركز,خاصة,989,139,57.04,48.69,45.42,64.25,15.06,89.28,7.1,38.2,13.18,52.5,0.13,1,6.08,0.0,28.42,9616.49,0.1,0.01,0.38,1.0,3.58,50.5,0.14,5.25
SCH_0314,المركز,حكومية,1864,194,87.43,28.81,49.65,81.14,44.81,97.67,8.75,34.3,9.23,64.01,0.16,6,6.59,0.19,51.82,9916.42,0.11,0.08,0.73,4.67,1.02,61.1,0.1,6.16
SCH_0315,الجنوب,حكومية,1509,146,42.27,41.19,66.21,67.5,26.46,100.0,3.9,50.61,5.9,109.04,0.62,10,2.11,0.36,57.72,7320.88,0.07,0.02,0.88,3.87,1.0,63.05,0.1,8.61
SCH_0316,الجنوب,حكومية,1064,176,74.46,69.22,100.0,100.0,21.4,81.55,3.29,70.34,12.39,65.14,0.61,1,12.91,0.41,39.19,9271.59,0.15,0.08,0.71,6.15,1.0,66.36,0.17,7.16
SCH_0317,الشمال,مجتمعية,1493,175,90.48,80.6,78.11,100.0,9.65,84.85,1.83,81.65,2.06,54.86,0.71,2,0.0,0.19,41.59,11936.49,0.21,0.05,0.97,5.64,1.3,67.49,0.12,5.65
SCH_0318,المركز,حكومية,223,135,0.0,14.22,17.82,2.48,39.76,91.67,9.59,18.23,0.0,34.41,0.09,3,22.23,0.0,22.09,2160.37,0.01,0.02,0.86,1.0,5.6,26.32,0.61,12.18
SCH_0319,الجنوب,حكومية,2086,52,63.96,46.97,73.07,44.83,22.17,86.55,1.42,77.6,14.66,58.28,0.38,7,12.29,0.1,40.96,10276.88,0.07,0.07,0.79,3.76,4.74,56.91,0.02,5.54
SCH_0320,الشرق,حكومية,510,136,41.52,89.25,70.22,97.78,12.85,99.68,6.07,100.0,11.52,61.07,0.45,2,0.0,0.17,35.78,8265.77,0.15,0.13,0.34,8.39,3.72,66.88,0.27,8.09
SCH_0321,الشرق,حكومية,1684,40,56.17,50.65,74.24,67.31,9.16,86.89,2.63,30.94,4.93,72.25,0.52,5,8.39,0.21,0.0,9464.12,0.12,0.01,0.38,6.43,3.75,52.68,0.02,5.57
SCH_0322,المركز,حكومية,1431,143,74.25,83.62,57.59,95.84,16.86,83.93,4.38,90.74,14.24,80.8,0.47,9,5.26,0.25,64.64,9231.66,0.13,0.12,0.85,10.0,1.68,73.35,0.1,7.95
SCH_0323,الجنوب,مجتمعية,905,18,35.98,52.35,34.54,41.94,45.48,75.19,1.64,76.44,10.09,88.42,0.06,10,18.61,0.02,59.73,6663.49,0.05,0.05,0.44,6.8,3.63,50.66,0.02,7.6
SCH_0324,الشمال,حكومية,1559,53,76.88,75.53,60.88,65.61,13.5,95.58,13.43,73.6,16.71,38.6,0.51,8,6.18,0.37,30.94,7628.35,0.01,0.05,0.32,2.97,3.51,65.58,0.03,8.6
SCH_0325,الشمال,خاصة,621,68,94.22,65.71,90.54,84.58,0.0,97.82,3.92,84.36,10.87,70.09,0.49,8,9.89,0.28,30.25,8062.23,0.09,0.11,0.94,6.18,1.72,69.58,0.11,8.63
SCH_0326,الشمال,حكومية,1973,175,23.9,23.54,0.0,37.78,26.86,95.16,7.56,0.0,1.46,27.85,0.19,2,17.9,0.14,25.15,4141.16,0.01,0.02,0.92,1.88,4.45,32.57,0.09,7.87
SCH_0327,الشرق,حكومية,1146,47,60.81,59.63,73.33,47.09,53.25,92.25,0.03,25.86,5.83,87.01,0.42,1,13.57,0.0,31.07,8997.62,0.1,0.07,0.45,3.53,7.53,49.36,0.04,5.49
SCH_0328,الجنوب,مجتمعية,1386,34,60.0,100.0,93.79,97.07,0.46,63.49,3.88,60.16,17.97,64.1,0.4,9,6.14,0.0,60.58,4356.97,0.12,0.06,0.85,6.98,1.0,67.84,0.02,15.57
SCH_0329,الجنوب,حكومية,2034,30,70.17,72.67,89.56,55.56,26.25,95.74,5.07,81.43,10.35,78.4,0.36,10,17.49,0.0,40.95,5219.55,0.09,0.05,0.33,10.0,4.88,63.64,0.01,12.19
SCH_0330,الشرق,مجتمعية,1764,163,47.18,55.53,91.29,74.96,17.64,79.24,5.15,32.61,19.68,24.11,0.29,4,3.49,0.11,25.82,5681.24,0.09,0.09,0.5,2.56,1.0,53.96,0.09,9.5
SCH_0331,الشمال,حكومية,1048,187,85.69,78.24,57.11,84.99,10.38,77.25,9.79,55.83,9.98,99.42,0.69,9,2.15,0.3,21.8,5877.84,0.06,0.12,0.74,4.33,3.31,68.57,0.18,11.67
SCH_0332,الشمال,مجتمعية,1789,141,68.39,70.2,8.2,50.44,9.49,74.9,0.02,63.27,17.53,38.53,0.35,7,3.79,0.0,50.41,10085.71,0.16,0.06,0.83,7.93,5.39,56.81,0.08,5.63
SCH_0333,المركز,حكومية,1518,101,73.31,64.19,85.38,71.29,4.22,74.6,0.0,34.45,4.9,81.02,0.41,6,6.06,0.43,47.73,9887.3,0.16,0.01,0.31,3.76,1.0,62.58,0.07,6.33
SCH_0334,الغرب,حكومية,2289,96,82.77,61.52,52.36,63.95,32.05,93.04,2.39,52.06,1.76,78.2,0.12,10,24.74,0.2,53.34,8250.53,0.17,0.05,0.53,5.43,2.79,58.49,0.04,7.09
SCH_0335,الجنوب,حكومية,2147,76,56.46,35.81,16.9,39.01,15.33,83.11,0.09,34.62,5.43,10.0,0.38,9,20.84,0.32,17.35,4493.6,0.09,0.04,0.45,5.23,5.06,40.58,0.04,9.03
SCH_0336,الجنوب,حكومية,1508,45,50.69,33.0,64.57,29.32,30.41,78.15,13.18,59.98,13.65,59.33,0.4,10,0.43,0.03,63.49,9383.44,0.08,0.05,1.0,5.22,3.32,59.0,0.03,6.29
SCH_0337,الجنوب,حكومية,586,56,89.99,87.4,100.0,92.41,6.35,94.19,1.18,85.19,11.12,74.84,0.37,4,0.0,0.35,20.85,6124.51,0.22,0.1,0.77,7.58,1.36,69.85,0.1,11.41
SCH_0338,الغرب,حكومية,2235,26,42.23,23.06,31.04,39.56,44.68,79.47,1.92,39.12,1.9,48.17,0.58,1,20.42,0.11,40.61,9608.92,0.02,0.02,0.58,4.53,4.28,40.64,0.01,4.23
SCH_0339,المركز,حكومية,1361,79,81.41,69.26,98.39,81.82,1.17,100.0,0.28,67.51,17.03,53.15,0.54,5,0.0,0.36,15.17,7186.61,0.08,0.1,0.35,4.56,1.0,65.55,0.06,9.12
SCH_0340,الغرب,حكومية,2225,87,64.43,75.36,34.11,57.02,39.27,100.0,2.67,9.57,11.6,36.41,0.2,6,4.28,0.13,24.3,6245.82,0.05,0.02,0.72,3.32,7.5,49.82,0.04,7.98
SCH_0341,الشمال,خاصة,915,145,35.8,83.53,35.52,91.15,13.26,90.18,1.95,58.2,6.43,105.21,0.41,6,21.14,0.28,64.19,6989.02,0.13,0.11,0.75,6.61,1.0,60.4,0.16,8.64
SCH_0342,الشمال,حكومية,625,129,100.0,47.58,91.26,79.51,52.38,100.0,0.19,59.49,6.69,106.62,0.36,1,0.62,0.38,54.37,5962.6,0.07,0.12,0.87,1.7,2.49,63.59,0.21,10.66
SCH_0343,الجنوب,حكومية,1639,151,65.46,48.27,75.46,50.03,0.0,100.0,1.61,66.96,13.83,34.72,0.7,7,18.41,0.1,31.17,11368.13,0.09,0.04,0.5,8.0,1.0,58.54,0.09,5.15
SCH_0344,الشرق,حكومية,2273,120,16.91,35.79,31.93,43.52,65.81,89.8,1.61,24.54,0.0,95.14,0.43,8,27.24,0.16,24.59,7465.15,0.01,0.01,0.99,3.91,1.0,41.02,0.05,5.5
SCH_0345,الجنوب,حكومية,584,193,69.02,73.12,100.0,92.0,6.74,100.0,20.6,67.02,17.81,10.0,0.59,5,0.0,0.0,46.33,11222.08,0.15,0.1,0.61,6.92,1.0,70.74,0.33,6.3
SCH_0346,الشرق,حكومية,255,30,38.48,75.19,35.13,69.21,18.13,87.07,0.96,57.81,14.02,76.86,0.77,2,0.0,0.32,48.84,5482.38,0.03,0.03,0.51,2.37,1.0,58.22,0.12,10.62
SCH_0347,الغرب,حكومية,305,92,40.38,38.07,32.13,69.75,12.57,75.03,2.91,31.13,0.0,18.2,0.13,2,8.06,0.46,55.79,7332.88,0.04,0.04,0.54,1.97,4.78,44.34,0.3,6.05
SCH_0348,الشمال,مجتمعية,869,139,56.53,73.04,47.81,49.91,0.0,78.43,16.42,23.87,8.88,69.81,0.51,5,0.0,0.0,30.76,8148.67,0.15,0.09,0.66,3.9,1.27,58.56,0.16,7.19
